Link,customId,Id_Evento,Cartao_Vermelho_Fora,Data_Hora,Evento_Slug,Torneio,Pais,Torneio_Slug,Id_Unico_Torneio,Evento_com_Estats,Id_Torneio,Status_Partida,Time_Casa,Id_Time_Casa,Time_Fora,Id_Time_Fora,Gols_Casa,Gols_Casa_1T,Gols_Casa_2T,Gols_Casa_Tempo_Normal,Gols_Fora,Gols_Fora_1T,Gols_Fora_2T,Gols_Fora_Tempo_Normal,Tempo_Extra_1T,Tempo_Extra_2T,Cartao_Vermelho_Casa,homeScore.extra1,homeScore.extra2,homeScore.overtime,awayScore.extra1,awayScore.extra2,awayScore.overtime,time.injuryTime3,time.injuryTime4,homeScore.penalties,awayScore.penalties,Odd_Frac_Casa,Odds_Decimais_Casa,Prob_Casa,Odd_Frac_Empate,Odds_Decimais_Empate,Prob_Empate,Odd_Frac_Fora,Odds_Decimais_Fora,Prob_Fora
https://www.sofascore.com/sk-sigma-olomouc-sv-horn/lRshU,lRshU,11148503,,2023-03-23 11:00:00,sk-sigma-olomouc-sv-horn,Club Friendly Games,World,club-friendly-games,853,False,86,Ended,SV Horn,2111,SK Sigma Olomouc,2207,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,12/5,3.4,29.41,14/5,3.8,26.32,4/5,1.8,55.56
https://www.sofascore.com/blau-weiss-linz-red-bull-salzburg/WPsnR,WPsnR,11150993,,2023-03-23 11:30:00,blau-weiss-linz-red-bull-salzburg,Club Friendly Games,World,club-friendly-games,853,False,86,Ended,Red Bull Salzburg,2046,Blau Weiss Linz,2113,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,1/5,1.2,83.33,11/2,6.5,15.38,7/1,8.0,12.5
https://www.sofascore.com/fc-kobenhavn-sk-brann/jysJA,jysJA,11150324,,2023-03-23 11:30:00,fc-kobenhavn-sk-brann,Club Friendly Games,World,club-friendly-games,853,False,86,Ended,FC København,1284,SK Brann,1159,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,2/5,1.4,71.43,4/1,5.0,20.0,4/1,5.0,20.0
https://www.sofascore.com/kazakhstan-slovenia/JObsxVb,JObsxVb,10752363,,2023-03-23 12:00:00,kazakhstan-slovenia,"European Championship, Qualification Group H",Europe,european-championship-qualification,27,True,5346,Ended,Kazakhstan,4772,Slovenia,4484,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,5.0,,,,,,,,,,,,17/4,5.25,19.05,5/2,3.5,28.57,3/4,1.75,57.14
https://www.sofascore.com/romania-u20-portugal-u20/iejsnBu,iejsnBu,11138930,,2023-03-23 12:00:00,romania-u20-portugal-u20,U20 Friendly Games,World,u20-friendly-games,855,False,6238,Ended,Portugal U20,22708,Romania U20,48813,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,1/4,1.25,80.0,9/2,5.5,18.18,8/1,9.0,11.11
https://www.sofascore.com/lesotho-zambia/vUbsIkd,vUbsIkd,10339148,,2023-03-23 13:00:00,lesotho-zambia,"Africa Cup of Nations, Qualification, Group H",Africa,africa-cup-of-nations-qual,1848,True,59837,Ended,Zambia,4720,Lesotho,8033,3.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,2/9,1.22,81.97,15/4,4.75,21.05,11/1,12.0,8.33
https://www.sofascore.com/south-sudan-congo-republic/PkdsivK,PkdsivK,10339146,1.0,2023-03-23 13:00:00,south-sudan-congo-republic,"Africa Cup of Nations, Qualification, Group G",Africa,africa-cup-of-nations-qual,1848,True,59845,Ended,Congo Republic,8040,South Sudan,88508,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,8.0,,,,,,,,,,,,4/11,1.36,73.53,11/4,3.75,26.67,7/1,8.0,12.5
https://www.sofascore.com/ghana-angola/RTbsoVb,RTbsoVb,11094360,,2023-03-23 13:00:00,ghana-angola,"Africa Cup of Nations, Qualification, Group E",Africa,africa-cup-of-nations-qual,1848,True,59844,Ended,Ghana,4764,Angola,4692,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,,,,,,,,,,,,4/9,1.44,69.44,14/5,3.8,26.32,11/2,6.5,15.38
https://www.sofascore.com/norway-u20-italy-u20/MdjsmBu,MdjsmBu,11138910,1.0,2023-03-23 14:00:00,norway-u20-italy-u20,U20 Friendly Games,World,u20-friendly-games,855,False,6238,Ended,Norway U20,48812,Italy U20,22687,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,9/5,2.8,35.71,23/10,3.3,30.3,6/5,2.2,45.45
https://www.sofascore.com/croatia-u21-israel-u21/HvcsvCc,HvcsvCc,11136534,,2023-03-23 14:00:00,croatia-u21-israel-u21,U21 Friendly Games,World,u21-friendly-games,854,False,1435,Ended,Croatia U21,6370,Israel U21,6032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,67/100,1.67,59.88,13/5,3.6,27.78,7/2,4.5,22.22
https://www.sofascore.com/sint-truidense-vv-1-fc-koln/wdbsVhb,wdbsVhb,11148506,,2023-03-23 14:00:00,sint-truidense-vv-1-fc-koln,Club Friendly Games,World,club-friendly-games,853,False,86,Ended,1. FC Köln,2671,Sint-Truidense VV,2895,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,4/7,1.57,63.69,3/1,4.0,25.0,10/3,4.33,23.09
https://www.sofascore.com/getafe-real-jaen/Qgbsjhb,Qgbsjhb,11150991,,2023-03-23 14:30:00,getafe-real-jaen,Club Friendly Games,World,club-friendly-games,853,False,86,Ended,Real Jaén,2841,Getafe,2859,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,28/1,29.0,3.45,11/1,12.0,8.33,1/18,1.06,94.34
https://www.sofascore.com/nardo-kolstad/TpsZp,TpsZp,11152277,,2023-03-23 14:30:00,nardo-kolstad,Club Friendly Games,World,club-friendly-games,853,False,86,Ended,Nardo,799,Kolstad,793,5.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,4/6,1.67,59.88,10/3,4.33,23.09,5/2,3.5,28.57
https://www.sofascore.com/scotland-u21-sweden-u21/TVbsbwc,TVbsbwc,11136538,,2023-03-23 15:00:00,scotland-u21-sweden-u21,U21 Friendly Games,World,u21-friendly-games,854,False,1435,Ended,Scotland U21,6051,Sweden U21,4793,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,21/10,3.1,32.26,23/10,3.3,30.3,1/1,2.0,50.0
https://www.sofascore.com/estonia-hungary/jUbsjVb,jUbsjVb,11038091,,2023-03-23 15:30:00,estonia-hungary,International Matches,World,int-friendly-games,851,False,66,Ended,Hungary,4709,Estonia,4759,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,3/10,1.3,76.92,15/4,4.75,21.05,9/1,10.0,10.0
https://www.sofascore.com/gabon-sudan/JUbslVb,JUbslVb,10339150,,2023-03-23 16:00:00,gabon-sudan,"Africa Cup of Nations, Qualification, Group I",Africa,africa-cup-of-nations-qual,1848,True,59846,Ended,Gabon,4761,Sudan,4734,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,,,,,,,,,,,,1/2,1.5,66.67,13/5,3.6,27.78,5/1,6.0,16.67
https://www.sofascore.com/puerto-rico-british-virgin-islands/kListLi,kListLi,10752362,,2023-03-23 16:00:00,puerto-rico-british-virgin-islands,"CONCACAF Nations League, League C, Group D",North & Central America,concacaf-nations-league,14100,False,75913,Ended,British Virgin Islands,21810,Puerto Rico,21818,1.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,25/1,26.0,3.85,12/1,13.0,7.69,1/50,1.02,98.04
https://www.sofascore.com/saint-martin-saint-kitts-and-nevis/uLismBn,uLismBn,10752361,,2023-03-23 16:00:00,saint-martin-saint-kitts-and-nevis,"CONCACAF Nations League, League C, Group B",North & Central America,concacaf-nations-league,14100,False,75912,Ended,Saint Martin,33812,Saint Kitts and Nevis,21819,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,,,,,,,,,,,,11/4,3.75,26.67,11/4,3.75,26.67,3/4,1.75,57.14
https://www.sofascore.com/england-italy/hUbsnUb,hUbsnUb,10752368,1.0,2023-03-23 16:45:00,england-italy,"European Championship, Qualification Group C",Europe,european-championship-qualification,27,True,4510,Ended,Italy,4707,England,4713,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,5.0,,,,,,,,,,,,19/10,2.9,34.48,21/10,3.1,32.26,31/20,2.55,39.22
https://www.sofascore.com/north-macedonia-malta/IObsCVb,IObsCVb,10752367,,2023-03-23 16:45:00,north-macedonia-malta,"European Championship, Qualification Group C",Europe,european-championship-qualification,27,True,4510,Ended,North Macedonia,4777,Malta,4483,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,2/5,1.4,71.43,7/2,4.5,22.22,15/2,8.5,11.76
https://www.sofascore.com/finland-denmark/BObsmUb,BObsmUb,10752369,,2023-03-23 16:45:00,finland-denmark,"European Championship, Qualification Group H",Europe,european-championship-qualification,27,True,5346,Ended,Denmark,4476,Finland,4712,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,,,,,,,,,,,,9/25,1.36,73.53,7/2,4.5,22.22,17/2,9.5,10.53
https://www.sofascore.com/san-marino-northern-ireland/LVbsIWb,LVbsIWb,10752370,,2023-03-23 16:45:00,san-marino-northern-ireland,"European Championship, Qualification Group H",Europe,european-championship-qualification,27,True,5346,Ended,San Marino,4833,Northern Ireland,4786,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,40/1,41.0,2.44,10/1,11.0,9.09,1/20,1.05,95.24
https://www.sofascore.com/iceland-bosnia-and-herzegovina/EObsiUb,EObsiUb,10752373,,2023-03-23 16:45:00,iceland-bosnia-and-herzegovina,"European Championship, Qualification Group J",Europe,european-championship-qualification,27,True,5348,Ended,Bosnia & Herzegovina,4479,Iceland,4708,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,83/100,1.83,54.64,13/5,3.6,27.78,7/2,4.5,22.22
https://www.sofascore.com/liechtenstein-portugal/eUbsFWb,eUbsFWb,10752371,,2023-03-23 16:45:00,liechtenstein-portugal,"European Championship, Qualification Group J",Europe,european-championship-qualification,27,True,5348,Ended,Portugal,4704,Liechtenstein,4830,4.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,0/1,1.0,100.0,50/1,51.0,1.96,50/1,51.0,1.96
https://www.sofascore.com/slovakia-luxembourg/DObsXTb,DObsXTb,10752372,,2023-03-23 16:45:00,slovakia-luxembourg,"European Championship, Qualification Group J",Europe,european-championship-qualification,27,True,5348,Ended,Slovakia,4697,Luxembourg,4478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,,,,,,,,,,,7/10,1.7,58.82,13/5,3.6,27.78,9/2,5.5,18.18
https://www.sofascore.com/niger-algeria/QTbsGkd,QTbsGkd,11094380,,2023-03-23 18:00:00,niger-algeria,"Africa Cup of Nations, Qualification, Group F",Africa,africa-cup-of-nations-qual,1848,True,59836,2nd half,Algeria,4691,Niger,8031,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,5/6,1.83,54.64,9/4,3.25,30.77,7/2,4.5,22.22
https://www.sofascore.com/french-guiana-dominican-republic/nLisgiw,nLisgiw,10948290,,2023-03-23 18:30:00,french-guiana-dominican-republic,"CONCACAF Nations League, League B, Group D",North & Central America,concacaf-nations-league,14100,False,75919,1st half,French Guiana,52906,Dominican Republic,21813,0.0,,,,0.0,,,,,,,,,,,,,,,,,2/1,3.0,33.33,6/4,2.5,40.0,21/10,3.1,32.26
https://www.sofascore.com/jacksonville-armada-u23-miami-united/HRNbsBBbc,HRNbsBBbc,11048729,,2023-03-23 20:00:00,jacksonville-armada-u23-miami-united,US Open Cup,USA,us-open-cup,495,True,6814,Not started,Jacksonville Armada U23,253826,Miami United,222132,,,,,,,,,,,,,,,,,,,,,,5/6,1.83,54.64,3/1,4.0,25.0,11/5,3.2,31.25
https://www.sofascore.com/deportivo-la-equidad-boyaca-chico-fc/hxcsAOc,hxcsAOc,11093428,,2023-03-23 20:00:00,deportivo-la-equidad-boyaca-chico-fc,"Primera A, Apertura",Colombia,primera-a-apertura,11539,True,19232,Not started,Deportivo La Equidad,6975,Boyacá Chicó FC,6107,,,,,,,,,,,,,,,,,,,,,,69/50,2.38,42.02,9/5,2.8,35.71,11/4,3.75,26.67
https://www.sofascore.com/guadeloupe-antigua-and-barbuda/ZVcsfLi,ZVcsfLi,10752366,,2023-03-23 20:00:00,guadeloupe-antigua-and-barbuda,"CONCACAF Nations League, League B, Group A",North & Central America,concacaf-nations-league,14100,False,75230,Not started,Guadeloupe,7299,Antigua and Barbuda,21805,,,,,,,,,,,,,,,,,,,,,,1/4,1.25,80.0,4/1,5.0,20.0,9/1,10.0,10.0
https://www.sofascore.com/cleveland-sc-lionsbridge-fc/KGncsZxAc,KGncsZxAc,11048664,,2023-03-23 20:00:00,cleveland-sc-lionsbridge-fc,US Open Cup,USA,us-open-cup,495,True,6814,Not started,Cleveland SC,313649,Lionsbridge FC,284085,,,,,,,,,,,,,,,,,,,,,,10/3,4.33,23.09,11/4,3.75,26.67,13/20,1.65,60.61
https://www.sofascore.com/cuba-barbados/zWbsiLi,zWbsiLi,10752365,,2023-03-23 20:00:00,cuba-barbados,"CONCACAF Nations League, League B, Group A",North & Central America,concacaf-nations-league,14100,False,75230,Not started,Barbados,21808,Cuba,4824,,,,,,,,,,,,,,,,,,,,,,15/2,8.5,11.76,7/2,4.5,22.22,9/25,1.36,73.53
https://www.sofascore.com/tlaxcala-fc-atlante/TNsnRjc,TNsnRjc,10912521,,2023-03-23 20:00:00,tlaxcala-fc-atlante,"Liga de Expansion MX, Clausura",Mexico,liga-de-expansion-mx-clausura,11612,False,90492,Not started,Atlante,1943,Tlaxcala FC,274613,,,,,,,,,,,,,,,,,,,,,,1/3,1.33,75.19,15/4,4.75,21.05,9/1,10.0,10.0
https://www.sofascore.com/panama-argentina/uWbsodc,uWbsodc,11136527,,2023-03-23 20:30:00,panama-argentina,International Matches,World,int-friendly-games,851,False,66,Not started,Argentina,4819,Panama,5164,,,,,,,,,,,,,,,,,,,,,,1/100,1.01,99.01,22/1,23.0,4.35,66/1,67.0,1.49
https://www.sofascore.com/hartford-city-lansdowne-bhoys-fc/GRNbsXxAc,GRNbsXxAc,11048670,,2023-03-23 20:30:00,hartford-city-lansdowne-bhoys-fc,US Open Cup,USA,us-open-cup,495,True,6814,Not started,Hartford City,313647,Lansdowne Bhoys FC,222131,,,,,,,,,,,,,,,,,,,,,,3/4,1.75,57.14,5/2,3.5,28.57,14/5,3.8,26.32
https://www.sofascore.com/mexico-suriname/GVbsxLi,GVbsxLi,10752364,,2023-03-23 21:00:00,mexico-suriname,"CONCACAF Nations League, League A, Group A",North & Central America,concacaf-nations-league,14100,False,75234,Not started,Suriname,21822,Mexico,4781,,,,,,,,,,,,,,,,,,,,,,20/1,21.0,4.76,6/1,7.0,14.29,13/100,1.13,88.5
https://www.sofascore.com/leones-negros-club-atletico-morelia/EFosKFo,EFosKFo,10912522,,2023-03-23 22:05:00,leones-negros-club-atletico-morelia,"Liga de Expansion MX, Clausura",Mexico,liga-de-expansion-mx-clausura,11612,False,90492,Not started,Leones Negros,36535,Club Atlético Morelia,36529,,,,,,,,,,,,,,,,,,,,,,29/20,2.45,40.82,9/4,3.25,30.77,19/10,2.9,34.48
https://www.sofascore.com/junior-barranquilla-america-de-cali/cxcsfxc,cxcsfxc,11093416,,2023-03-23 22:10:00,junior-barranquilla-america-de-cali,"Primera A, Apertura",Colombia,primera-a-apertura,11539,True,19232,Not started,América de Cali,6102,Junior Barranquilla,6105,,,,,,,,,,,,,,,,,,,,,,4/5,1.8,55.56,13/5,3.6,27.78,7/2,4.5,22.22
https://www.sofascore.com/ecuador-australia/QUbshVb,QUbshVb,11118321,,2023-03-24 06:00:00,ecuador-australia,International Matches,World,int-friendly-games,851,False,66,Not started,Australia,4741,Ecuador,4757,,,,,,,,,,,,,,,,,,,,,,17/10,2.7,37.04,21/10,3.1,32.26,17/10,2.7,37.04
https://www.sofascore.com/como-fc-lugano/TYseeb,TYseeb,11148504,,2023-03-24 07:00:00,como-fc-lugano,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,Como,2704,FC Lugano,2443,,,,,,,,,,,,,,,,,,,,,,6/4,2.5,40.0,13/5,3.6,27.78,13/10,2.3,43.48
https://www.sofascore.com/zaglebie-sosnowiec-garbarnia-krakow/Tddspzp,Tddspzp,11148508,,2023-03-24 08:00:00,zaglebie-sosnowiec-garbarnia-krakow,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,Zagłębie Sosnowiec,7693,Garbarnia Kraków,38715,,,,,,,,,,,,,,,,,,,,,,1/1,2.0,50.0,11/4,3.75,26.67,15/8,2.88,34.72
https://www.sofascore.com/oks-odra-opole-wisla-krakow/lmbsqid,lmbsqid,11151055,,2023-03-24 08:00:00,oks-odra-opole-wisla-krakow,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,Wisła Kraków,3111,OKS Odra Opole,7916,,,,,,,,,,,,,,,,,,,,,,4/6,1.67,59.88,11/4,3.75,26.67,3/1,4.0,25.0
https://www.sofascore.com/puszcza-niepolomice-ruch-chorzow/fmbsEzp,fmbsEzp,11148505,,2023-03-24 08:00:00,puszcza-niepolomice-ruch-chorzow,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,Ruch Chorzów,3105,Puszcza Niepołomice,38729,,,,,,,,,,,,,,,,,,,,,,4/5,1.8,55.56,11/4,3.75,26.67,12/5,3.4,29.41
https://www.sofascore.com/hnk-gorica-nk-domzale/tYsrDr,tYsrDr,11150999,,2023-03-24 08:00:00,hnk-gorica-nk-domzale,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,NK Domžale,2418,HNK Gorica,43917,,,,,,,,,,,,,,,,,,,,,,6/5,2.2,45.45,11/4,3.75,26.67,31/20,2.55,39.22
https://www.sofascore.com/hannover-96-fc-st-pauli/BabsQab,BabsQab,11147248,,2023-03-24 09:00:00,hannover-96-fc-st-pauli,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,FC St. Pauli,2526,Hannover 96,2541,,,,,,,,,,,,,,,,,,,,,,13/10,2.3,43.48,13/5,3.6,27.78,6/4,2.5,40.0
https://www.sofascore.com/slezsky-fc-opava-fc-zbrojovka-brno/kUspU,kUspU,11148502,,2023-03-24 09:00:00,slezsky-fc-opava-fc-zbrojovka-brno,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,FC Zbrojovka Brno,2210,Slezský FC Opava,2215,,,,,,,,,,,,,,,,,,,,,,2/5,1.4,71.43,4/1,5.0,20.0,4/1,5.0,20.0
https://www.sofascore.com/austria-u21-poland-u21/OXbsuvc,OXbsuvc,11134901,,2023-03-24 09:30:00,austria-u21-poland-u21,U21 Friendly Games,World,u21-friendly-games,854,False,1435,Not started,Poland U21,4889,Austria U21,6019,,,,,,,,,,,,,,,,,,,,,,3/2,2.5,40.0,11/5,3.2,31.25,3/2,2.5,40.0
https://www.sofascore.com/proodeftiki-pao-rouf/gpbsdJfc,gpbsdJfc,11146796,,2023-03-24 09:45:00,proodeftiki-pao-rouf,"Super League 2, Group B",Greece,betsson-super-league-2,186,False,95742,Not started,Proodeftiki,3256,PAO Rouf,264203,,,,,,,,,,,,,,,,,,,,,,1/6,1.17,85.47,6/1,7.0,14.29,9/1,10.0,10.0
https://www.sofascore.com/1-fc-heidenheim-vfb-stuttgart/CdbsKrc,CdbsKrc,11151063,,2023-03-24 10:00:00,1-fc-heidenheim-vfb-stuttgart,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,VfB Stuttgart,2677,1. FC Heidenheim,5885,,,,,,,,,,,,,,,,,,,,,,7/5,2.4,41.67,12/5,3.4,29.41,6/4,2.5,40.0
https://www.sofascore.com/gks-katowice-legia-warszawa/gmbsmmb,gmbsmmb,11152276,,2023-03-24 10:00:00,gks-katowice-legia-warszawa,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,Legia Warszawa,3106,GKS Katowice,3112,,,,,,,,,,,,,,,,,,,,,,2/7,1.29,77.52,9/2,5.5,18.18,11/2,6.5,15.38
https://www.sofascore.com/dr-congo-mauritania/EVbsyWb,EVbsyWb,10339149,,2023-03-24 10:00:00,dr-congo-mauritania,"Africa Cup of Nations, Qualification, Group I",Africa,africa-cup-of-nations-qual,1848,True,59846,Not started,DR Congo,4823,Mauritania,4779,,,,,,,,,,,,,,,,,,,,,,4/9,1.44,69.44,11/4,3.75,26.67,11/2,6.5,15.38
https://www.sofascore.com/iraklis-1908-almopos-arideas/bKHsJNRb,bKHsJNRb,11145663,,2023-03-24 10:15:00,iraklis-1908-almopos-arideas,"Super League 2, Group A",Greece,betsson-super-league-2,186,False,95743,Not started,Almopos Arideas,231934,Iraklis 1908,81751,,,,,,,,,,,,,,,,,,,,,,15/4,4.75,21.05,23/10,3.3,30.3,4/6,1.67,59.88
https://www.sofascore.com/arema-fc-borneo-fc/pZtsVYAb,pZtsVYAb,11151952,,2023-03-24 10:30:00,arema-fc-borneo-fc,Liga 1,Indonesia,liga-1,1015,False,4113,Not started,Arema FC,47465,Borneo FC,189945,,,,,,,,,,,,,,,,,,,,,,6/4,2.5,40.0,2/1,3.0,33.33,8/5,2.6,38.46
https://www.sofascore.com/persib-bandung-bhayangkara-fc/OKAsrrNb,OKAsrrNb,11144292,,2023-03-24 10:30:00,persib-bandung-bhayangkara-fc,Liga 1,Indonesia,liga-1,1015,False,4113,Not started,Persib Bandung,64289,Bhayangkara FC,220867,,,,,,,,,,,,,,,,,,,,,,13/20,1.65,60.61,11/4,3.75,26.67,16/5,4.2,23.81
https://www.sofascore.com/persita-tangerang-persik-kediri/BGJsqreb,BGJsqreb,11152677,,2023-03-24 10:30:00,persita-tangerang-persik-kediri,Liga 1,Indonesia,liga-1,1015,False,4113,Not started,Persik Kediri,135866,Persita Tangerang,86576,,,,,,,,,,,,,,,,,,,,,,5/6,1.83,54.64,12/5,3.4,29.41,13/5,3.6,27.78
https://www.sofascore.com/denmark-u21-ukraine-u21/MXbsyvc,MXbsyvc,11134902,,2023-03-24 10:30:00,denmark-u21-ukraine-u21,U21 Friendly Games,World,u21-friendly-games,854,False,1435,Not started,Ukraine U21,4887,Denmark U21,6023,,,,,,,,,,,,,,,,,,,,,,5/2,3.5,28.57,23/10,3.3,30.3,91/100,1.91,52.36
https://www.sofascore.com/skn-st-polten-sk-sturm-graz/bQsuR,bQsuR,11148510,,2023-03-24 10:30:00,skn-st-polten-sk-sturm-graz,Club Friendly Games,World,club-friendly-games,853,False,86,Not started,SK Sturm Graz,2051,SKN St. Pölten,2119,,,,,,,,,,,,,,,,,,,,,,4/9,1.44,69.44,16/5,4.2,23.81,9/2,5.5,18.18
